ClimateZone,SpeciesCode,ScientificName,CommonName,TreeType,SppValueAssignment
NoCalCoast,SESE,Sequoia sempervirens,Coast redwood,CEL,SESE
NoCalCoast,SEGI,Sequoiadendron giganteum,Giant sequoia,CEL,CEL OTHER
NoCalCoast,SETR,Sesbania tripetii,Scarlett wisteria,BDS,BDS OTHER
NoCalCoast,STNI,Strelitzia nicolai,Bird of paradise tree,BES,BES OTHER
NoCalCoast,SYRE,Syringa reticulata,Japanese tree lilac,BDS,BDS OTHER
NoCalCoast,TAIM,Tabebuia impetiginosa,Pink trumpet tree,BES,BES OTHER
NoCalCoast,TACH2,Tamarix chinensis,Fivestamen tamarisk,BDS,BDS OTHER
NoCalCoast,TABA,Taxus baccata,English yew,BES,BES OTHER
NoCalCoast,THOC,Thuja occidentalis,Northern white cedar,CEL,CEL OTHER
NoCalCoast,THPL,Thuja plicata,Western red cedar,CEL,CEL OTHER
NoCalCoast,TIUR,Tibouchina urvilleana,Princess-flower,BES,BES OTHER
NoCalCoast,TICO,Tilia cordata,Littleleaf linden,BDM,BDM OTHER
NoCalCoast,TIEU,Tilia x vulgaris,Common linden,BDM,BDM OTHER
NoCalCoast,TRFO,Trachycarpus fortunei,Windmill palm,PES,PES OTHER
NoCalCoast,TRSE6,Triadica sebifera,Tallowtree,BDM,BDM OTHER
NoCalCoast,TRCO,Tristaniopsis conferta,Brisbane box,BEL,BEL OTHER
NoCalCoast,TRLA,Tristaniopsis laurina,Water gum; kanooka,BES,BES OTHER
NoCalCoast,ULAM,Ulmus americana,American elm,BDL,ULAM
NoCalCoast,ULPA,Ulmus parvifolia,Chinese elm,BDL,ULPA
NoCalCoast,ULPU,Ulmus pumila,Siberian elm,BDL,ULAM
NoCalCoast,UMCA,Umbellularia californica,California laurel,BEL,BEL OTHER
NoCalCoast,VIJA,Viburnum japonicum,Japanese viburnum,BES,BES OTHER
NoCalCoast,WAFI,Washingtonia filifera,California palm,PES,PES OTHER
NoCalCoast,WARO,Washingtonia robusta,Mexican fan palm,PES,WARO
NoCalCoast,XYCO,Xylosma congestum,Shiny xylosma,BES,BES OTHER
NoCalCoast,YUAL,Yucca aloifolia,Aloe yucca,PES,PES OTHER
NoCalCoast,YUGL2,Yucca gloriosa,Moundlily yucca,PES,PES OTHER
NoCalCoast,YURE,Yucca recurvifolia,Curveleaf yucca,PES,PES OTHER
NoCalCoast,YUTO,Yucca torreyi,Torrey yucca,PES,PES OTHER
NoCalCoast,ZESE,Zelkova serrata,Japanese zelkova,BDL,BDL OTHER
NoCalCoast,BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,ULAM
NoCalCoast,BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,FRVE
NoCalCoast,BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,PRCE
NoCalCoast,BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,QUAG
NoCalCoast,BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,CICA
NoCalCoast,BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,PYKA
NoCalCoast,CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,PIRA
NoCalCoast,CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,PIBR2
NoCalCoast,CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5
NoCalCoast,PEL OTHER,Palm Evergreen Large,Palm Evergreen Large,PEL,PHCA
NoCalCoast,PEM OTHER,Palm Evergreen Medium,Palm Evergreen Medium,PEM,PHDA4
NoCalCoast,PES OTHER,Palm Evergreen Small,Palm Evergreen Small,PES,WARO
